place,tag_title,tag_count
화이트버드,"['커피가 맛있어요', '특별한 메뉴가 있어요', '음료가 맛있어요', '친절해요', '매장이 청결해요']","[9, 8, 7, 6, 6]"
프롬 카페,"['커피가 맛있어요', '친절해요', '디저트가 맛있어요', '음료가 맛있어요', '매장이 청결해요']","[35, 26, 24, 14, 13]"
커피나무 낙성대역점,"['커피가 맛있어요', '매장이 청결해요', '친절해요', '음료가 맛있어요', '대화하기 좋아요']","[59, 38, 30, 28, 25]"
쁘띠크,"['빵이 맛있어요', '친절해요', '특별한 메뉴가 있어요', '가성비가 좋아요', '매장이 청결해요']","[15, 14, 13, 7, 7]"
이수살롱,"['친절해요', '인테리어가 멋져요', '음료가 맛있어요', '사진이 잘 나와요', '커피가 맛있어요']","[14, 10, 8, 8, 5]"
파니모들,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '친절해요']","[33, 32, 25, 17, 13]"
초코다방,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '디저트가 맛있어요', '매장이 청결해요']","[29, 15, 12, 8, 7]"
스타벅스 영등포신길점,"['커피가 맛있어요', '친절해요', '음료가 맛있어요', '매장이 청결해요', '디저트가 맛있어요']","[1057, 391, 355, 310, 294]"
플로레스타229,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '친절해요']","[31, 23, 12, 11, 11]"
방배동커피상회,"['커피가 맛있어요', '친절해요', '대화하기 좋아요', '음료가 맛있어요', '매장이 청결해요']","[31, 12, 10, 9, 8]"
카페드리브,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요', '친절해요', '특별한 메뉴가 있어요']","[58, 47, 36, 30, 30]"
머치커피,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '인테리어가 멋져요', '대화하기 좋아요']","[77, 26, 24, 22, 17]"
프릳츠 도화점,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '친절해요', '음료가 맛있어요']","[1877, 1497, 688, 606, 529]"
할리스 여의도하나투자점,"['커피가 맛있어요', '음료가 맛있어요', '매장이 청결해요', '대화하기 좋아요', '디저트가 맛있어요']","[124, 59, 37, 37, 35]"
카페브르브르,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요']","[32, 22, 15, 9, 9]"
카페 좋아진다,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요', '인테리어가 멋져요', '음료가 맛있어요']","[55, 45, 38, 33, 32]"
진을림,"['인테리어가 멋져요', '커피가 맛있어요', '음료가 맛있어요', '뷰가 좋아요', '매장이 청결해요']","[65, 55, 34, 32, 28]"
다음에또봐,"['디저트가 맛있어요', '친절해요', '선물하기 좋아요', '매장이 청결해요', '커피가 맛있어요']","[7, 6, 5, 5, 3]"
투썸플레이스 이수역점,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요', '음료가 맛있어요', '매장이 청결해요']","[346, 315, 195, 177, 131]"
오츠커피 용산점,"['커피가 맛있어요', '친절해요', '음료가 맛있어요', '특별한 메뉴가 있어요', '디저트가 맛있어요']","[504, 169, 166, 110, 81]"
세녹,"['차가 맛있어요', '음료가 맛있어요', '집중하기 좋아요', '대화하기 좋아요', '특별한 메뉴가 있어요']","[140, 118, 109, 103, 72]"
할리스 낙성대역점,"['커피가 맛있어요', '집중하기 좋아요', '음료가 맛있어요', '디저트가 맛있어요', '대화하기 좋아요']","[189, 84, 77, 73, 64]"
모프커피앤베이크샵,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요', '매장이 청결해요', '친절해요']","[43, 38, 25, 21, 16]"
커피에반하다 신림역점,"['가성비가 좋아요', '커피가 맛있어요', '친절해요', '음료가 맛있어요', '대화하기 좋아요']","[31, 28, 14, 13, 10]"
더빈마켓,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요', '음료가 맛있어요', '매장이 청결해요']","[124, 105, 86, 48, 42]"
희차 용산아이파크몰점,[],[]
커피빅 신림본점,[],[]
라온,"['커피가 맛있어요', '친절해요', '매장이 청결해요', '대화하기 좋아요', '음료가 맛있어요']","[28, 15, 7, 7, 6]"
일상다반사,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '디저트가 맛있어요', '대화하기 좋아요']","[45, 21, 17, 16, 12]"
도화아파트먼트 마포,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요', '음료가 맛있어요']","[183, 121, 98, 59, 56]"
카페아무르,"['커피가 맛있어요', '친절해요', '인테리어가 멋져요', '매장이 청결해요', '디저트가 맛있어요']","[20, 11, 10, 8, 5]"
문득낙성,"['음료가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '친절해요', '매장이 청결해요']","[11, 8, 8, 7, 6]"
커피메이플,"['커피가 맛있어요', '인테리어가 멋져요', '매장이 청결해요', '디저트가 맛있어요', '사진이 잘 나와요']","[62, 42, 22, 15, 12]"
뜨랑블랑,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '친절해요', '음료가 맛있어요']","[38, 25, 23, 22, 16]"
파사디나,"['커피가 맛있어요', '친절해요', '대화하기 좋아요', '음료가 맛있어요', '인테리어가 멋져요']","[17, 9, 8, 7, 7]"
태양커피,"['커피가 맛있어요', '음료가 맛있어요', '특별한 메뉴가 있어요', '친절해요', '가성비가 좋아요']","[263, 86, 68, 56, 38]"
그로토,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '음료가 맛있어요', '디저트가 맛있어요']","[86, 45, 43, 27, 23]"
엔터하츠,"['커피가 맛있어요', '음료가 맛있어요', '디저트가 맛있어요', '친절해요', '매장이 청결해요']","[43, 19, 10, 8, 8]"
책그리고,"['커피가 맛있어요', '집중하기 좋아요', '인테리어가 멋져요', '디저트가 맛있어요', '음료가 맛있어요']","[22, 10, 8, 6, 6]"
궁전다방,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '좌석이 편해요', '음료가 맛있어요']","[43, 41, 27, 24, 23]"
볼루토커피,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '가성비가 좋아요', '대화하기 좋아요']","[20, 9, 7, 6, 6]"
거북이,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '커피가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요']","[87, 52, 45, 42, 40]"
린도 shop&cafe,[],[]
셀렉토커피 남성역점,"['커피가 맛있어요', '친절해요', '음료가 맛있어요', '매장이 청결해요', '대화하기 좋아요']","[20, 14, 6, 4, 3]"
페니힐스 커피스테이션,"['커피가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요', '친절해요', '대화하기 좋아요']","[288, 221, 184, 119, 119]"
리버벨,"['커피가 맛있어요', '친절해요', '음료가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요']","[23, 6, 5, 4, 4]"
이디야커피 신풍역점,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '가성비가 좋아요', '디저트가 맛있어요']","[186, 75, 54, 52, 41]"
코코라움,[],[]
웨스트빙고,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '친절해요', '대화하기 좋아요']","[67, 29, 28, 25, 21]"
브랑쿠시,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '친절해요']","[37, 27, 26, 22, 14]"
COMA,"['커피가 맛있어요', '가성비가 좋아요', '음료가 맛있어요', '친절해요', '매장이 청결해요']","[11, 5, 4, 4, 4]"
커피품격,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '대화하기 좋아요', '매장이 청결해요']","[75, 27, 27, 22, 19]"
카페 드 플로르,"['디저트가 맛있어요', '친절해요', '커피가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요']","[34, 27, 23, 20, 20]"
인투커피,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '친절해요']","[55, 50, 34, 28, 26]"
