place,tag_title,tag_count
꿈꾸는다락방,"['음료가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요', '디저트가 맛있어요', '친절해요']","[17, 16, 14, 13, 12]"
피오니 연남점,"['디저트가 맛있어요', '친절해요', '매장이 청결해요', '특별한 메뉴가 있어요', '선물하기 좋아요']","[392, 96, 71, 69, 63]"
서촌스코프,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요', '커피가 맛있어요', '가성비가 좋아요']","[1297, 441, 291, 203, 162]"
mk2,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요']","[110, 83, 72, 69, 40]"
프로퍼커피바,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요', '음료가 맛있어요']","[329, 299, 103, 88, 78]"
브알라 Cafe 대학로,"['디저트가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요', '매장이 청결해요', '음료가 맛있어요']","[185, 156, 124, 105, 84]"
쿄 베이커리 X 카페더인피닛,"['빵이 맛있어요', '커피가 맛있어요', '친절해요', '특별한 메뉴가 있어요', '매장이 청결해요']","[493, 122, 107, 107, 95]"
딩가케이크,"['디저트가 맛있어요', '인테리어가 멋져요', '커피가 맛있어요', '사진이 잘 나와요', '특별한 메뉴가 있어요']","[198, 130, 96, 75, 61]"
서울서둘째로잘하는집,"['특별한 메뉴가 있어요', '친절해요', '차가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요']","[324, 212, 161, 143, 71]"
블랑제메종북악,"['빵이 맛있어요', '커피가 맛있어요', '인테리어가 멋져요', '뷰가 좋아요', '특별한 메뉴가 있어요']","[363, 195, 127, 74, 61]"
파이홀,"['디저트가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요', '친절해요', '음료가 맛있어요']","[474, 163, 150, 115, 104]"
프릳츠 원서점,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '뷰가 좋아요', '음료가 맛있어요']","[566, 345, 232, 142, 141]"
에브리데이몬데이 카페,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '디저트가 맛있어요', '음료가 맛있어요']","[36, 23, 19, 18, 13]"
도렐 성수점,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요']","[261, 116, 104, 95, 84]"
사직동 그 가게,[],[]
그레이트커피 서울숲점,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '친절해요', '뷰가 좋아요']","[56, 24, 17, 17, 16]"
마띠에르,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '친절해요']","[145, 102, 44, 40, 33]"
커피 리브레 타임스퀘어점,"['커피가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요', '매장이 청결해요']","[1343, 355, 333, 314, 305]"
더피터커피,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요', '인테리어가 멋져요', '매장이 청결해요']","[404, 341, 164, 155, 105]"
호랑이,"['커피가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요', '가성비가 좋아요']","[770, 207, 148, 142, 137]"
브릭하우스,"['커피가 맛있어요', '디저트가 맛있어요', '집중하기 좋아요', '친절해요', '대화하기 좋아요']","[83, 48, 42, 30, 28]"
패션5,"['빵이 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요', '매장이 청결해요', '친절해요']","[1830, 900, 652, 523, 427]"
할리스 신림점,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '디저트가 맛있어요', '집중하기 좋아요']","[215, 73, 70, 69, 63]"
데얼커피,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요', '음료가 맛있어요', '인테리어가 멋져요']","[64, 57, 40, 34, 26]"
카페413프로젝트,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요', '음료가 맛있어요']","[66, 65, 57, 56, 35]"
카페솔트,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '음료가 맛있어요', '특별한 메뉴가 있어요']","[66, 35, 27, 25, 23]"
스노브 대학로점,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요', '친절해요', '대화하기 좋아요']","[274, 107, 84, 77, 51]"
카페 토다,"['빵이 맛있어요', '커피가 맛있어요', '인테리어가 멋져요', '뷰가 좋아요', '특별한 메뉴가 있어요']","[321, 201, 127, 125, 112]"
듀자미,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요', '특별한 메뉴가 있어요', '대화하기 좋아요']","[519, 182, 123, 118, 99]"
커피폴리,"['커피가 맛있어요', '음료가 맛있어요', '디저트가 맛있어요', '친절해요', '인테리어가 멋져요']","[236, 113, 107, 68, 64]"
커피몽타주,"['커피가 맛있어요', '친절해요', '매장이 청결해요', '음료가 맛있어요', '인테리어가 멋져요']","[417, 125, 113, 92, 65]"
클로리스 역삼 GFC점,"['음료가 맛있어요', '인테리어가 멋져요', '커피가 맛있어요', '디저트가 맛있어요', '차가 맛있어요']","[249, 193, 162, 144, 125]"
씨스루 홍대연남점,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요', '음료가 맛있어요', '특별한 메뉴가 있어요']","[110, 99, 76, 63, 62]"
쿠오레에스프레소,"['커피가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요', '음료가 맛있어요', '친절해요']","[172, 113, 108, 81, 69]"
얼터너티브,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요', '음료가 맛있어요', '인테리어가 멋져요']","[589, 534, 278, 221, 195]"
그레인바운더리 종로점,"['디저트가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요', '친절해요', '인테리어가 멋져요']","[237, 84, 64, 49, 39]"
죠지,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요', '사진이 잘 나와요', '음료가 맛있어요']","[60, 46, 41, 34, 32]"
마더린러 베이글,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요', '매장이 청결해요', '가성비가 좋아요']","[359, 141, 108, 47, 26]"
그로토,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '음료가 맛있어요', '디저트가 맛있어요']","[86, 45, 43, 27, 23]"
오후의 과일,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요']","[280, 109, 103, 84, 66]"
에뚜왈,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요', '매장이 청결해요', '인테리어가 멋져요']","[370, 103, 88, 76, 39]"
더하우스1932,"['커피가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요', '대화하기 좋아요', '음료가 맛있어요']","[272, 202, 150, 117, 98]"
모츠커피,"['커피가 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요', '디저트가 맛있어요', '친절해요']","[119, 44, 40, 36, 36]"
빈브라더스 현대백화점 디큐브시티점,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요', '음료가 맛있어요', '매장이 청결해요']","[236, 70, 66, 58, 45]"
투피스,[],[]
커피사,"['커피가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요', '음료가 맛있어요', '사진이 잘 나와요']","[41, 19, 16, 13, 11]"
공미학,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '사진이 잘 나와요']","[357, 280, 266, 216, 176]"
겟썸커피 LMoA,[],[]
미라지커피,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '친절해요']","[117, 103, 72, 64, 59]"
젠젠 잠실점,"['디저트가 맛있어요', '인테리어가 멋져요', '커피가 맛있어요', '특별한 메뉴가 있어요', '음료가 맛있어요']","[417, 158, 138, 129, 111]"
포티드,"['인테리어가 멋져요', '디저트가 맛있어요', '커피가 맛있어요', '사진이 잘 나와요', '음료가 맛있어요']","[136, 81, 69, 62, 48]"
캐틀앤비 양재점,"['인테리어가 멋져요', '커피가 맛있어요', '뷰가 좋아요', '디저트가 맛있어요', '매장이 청결해요']","[566, 402, 336, 293, 278]"
티프,"['커피가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요', '음료가 맛있어요', '친절해요']","[232, 196, 121, 99, 82]"
오우아,"['디저트가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요', '음료가 맛있어요', '친절해요']","[162, 105, 54, 49, 38]"
까페창비,"['집중하기 좋아요', '읽을만한 책이 많아요', '음료가 맛있어요', '디저트가 맛있어요', '커피가 맛있어요']","[6, 4, 3, 2, 1]"
폴루이트,"['커피가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '디저트가 맛있어요', '친절해요']","[51, 29, 20, 19, 19]"
묘사서울,"['디저트가 맛있어요', '음료가 맛있어요', '특별한 메뉴가 있어요', '커피가 맛있어요', '친절해요']","[79, 61, 61, 45, 33]"
커피콩,"['디저트가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요', '음료가 맛있어요', '친절해요']","[76, 74, 49, 44, 33]"
앤트러사이트 연희점,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요', '디저트가 맛있어요', '매장이 청결해요']","[192, 83, 57, 56, 53]"
HAMACOOK,"['커피가 맛있어요', '친절해요', '디저트가 맛있어요', '음료가 맛있어요', '인테리어가 멋져요']","[18, 14, 13, 9, 9]"
mtl 한남,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '친절해요']","[129, 54, 41, 36, 35]"
타르타르 강남역점,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요', '음료가 맛있어요', '특별한 메뉴가 있어요']","[180, 67, 65, 57, 51]"
AID카페 롯데월드몰점,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요', '친절해요', '매장이 청결해요']","[316, 305, 194, 111, 95]"
로우머,"['커피가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '디저트가 맛있어요', '친절해요']","[64, 42, 40, 26, 26]"
노아스로스팅 연희점,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '대화하기 좋아요']","[172, 115, 65, 43, 43]"
커피 스니퍼,"['커피가 맛있어요', '인테리어가 멋져요', '음료가 맛있어요', '특별한 메뉴가 있어요', '디저트가 맛있어요']","[481, 167, 141, 108, 93]"
아스트로노머스커피,"['커피가 맛있어요', '친절해요', '음료가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요']","[115, 39, 32, 24, 24]"
세시셀라 도산공원점,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요', '인테리어가 멋져요', '특별한 메뉴가 있어요']","[267, 119, 72, 63, 48]"
평화,"['커피가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요', '친절해요', '특별한 메뉴가 있어요']","[45, 45, 29, 28, 26]"
카페 시그니처,"['디저트가 맛있어요', '인테리어가 멋져요', '커피가 맛있어요', '친절해요', '음료가 맛있어요']","[221, 200, 194, 130, 125]"
버터풀앤크리멀러스,"['빵이 맛있어요', '특별한 메뉴가 있어요', '커피가 맛있어요', '친절해요', '인테리어가 멋져요']","[139, 54, 48, 48, 41]"
브랜뉴하이몬드,"['빵이 맛있어요', '커피가 맛있어요', '친절해요', '매장이 청결해요', '특별한 메뉴가 있어요']","[1697, 408, 358, 355, 312]"
널담은공간 해방촌점,"['친절해요', '커피가 맛있어요', '디저트가 맛있어요', '특별한 메뉴가 있어요', '음료가 맛있어요']","[16, 12, 12, 10, 9]"
카페 할아버지공장,"['인테리어가 멋져요', '커피가 맛있어요', '대화하기 좋아요', '사진이 잘 나와요', '뷰가 좋아요']","[466, 356, 220, 191, 178]"
라운드앤드,"['빵이 맛있어요', '커피가 맛있어요', '친절해요', '매장이 청결해요', '음료가 맛있어요']","[767, 436, 255, 195, 156]"
벙커컴퍼니 압구정점,"['커피가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요', '음료가 맛있어요', '친절해요']","[203, 105, 96, 68, 65]"
